price,date_sold,suburb,num_bath,num_bed,num_parking,property_size,type,suburb_population,suburb_median_income,suburb_sqkm,suburb_lat,suburb_lng,suburb_elevation,cash_rate,property_inflation_index,km_from_cbd,suburb_ranking
800000,2019-06-27 00:00:00,Wentworth Point,2,2,1,109,Apartment / Unit / Flat,6994,56524,0.574,-33.82839,151.07771,4,1.28,159.0,12.9,378.0
520000,2019-06-27 00:00:00,Cambridge Park,1,3,1,645,House,6726,35360,2.615,-33.74975,150.7265,55,1.28,159.0,46.55,345.0
1940000,2019-06-28 00:00:00,Tennyson Point,1,3,2,620,House,1219,48568,0.449,-33.83175,151.11687,24,1.28,159.0,9.37,316.0
1670000,2019-06-28 00:00:00,Beecroft,2,5,2,936,House,9396,47112,5.117,-33.75342,151.06372,130,1.28,159.0,18.35,125.0
1511800,2019-06-28 00:00:00,Forestville,2,4,2,974,House,8329,39884,4.687,-33.76172,151.21039,130,1.28,159.0,11.47,83.0
1510000,2019-06-28 00:00:00,Bella Vista,3,4,2,794,House,7837,43784,3.8,-33.74234,150.95464,101,1.28,159.0,27.28,427.0
1400000,2019-06-28 00:00:00,Bondi,1,2,1,98,Apartment / Unit / Flat,10045,57356,0.865,-33.89314,151.26703,61,1.28,159.0,6.13,149.0
420000,2019-06-28 00:00:00,Wiley Park,2,2,1,108,Apartment / Unit / Flat,10126,23036,1.362,-33.9234,151.06765,39,1.28,159.0,14.66,327.0
2262000,2019-06-29 00:00:00,Hurlstone Park,2,4,2,474,House,4692,39624,1.201,-33.91005,151.12854,28,1.28,159.0,9.03,230.0
2105000,2019-06-29 00:00:00,Picnic Point,4,5,2,1042,House,6160,40560,3.859,-33.97301,151.00632,33,1.28,159.0,22.31,403.0
1880000,2019-06-29 00:00:00,Forestville,3,5,2,797,House,8329,39884,4.687,-33.76172,151.21039,130,1.28,159.0,11.47,83.0
1600000,2019-06-29 00:00:00,Kyle Bay,2,4,2,715,House,1035,47528,0.369,-33.98937,151.10096,12,1.28,159.0,17.07,199.0
1300000,2019-06-29 00:00:00,Canterbury,1,4,2,708,House,7233,34632,1.964,-33.913,151.1171,6,1.28,159.0,10.09,147.0
1300000,2019-06-29 00:00:00,Beecroft,1,2,2,1012,House,9396,47112,5.117,-33.75342,151.06372,130,1.28,159.0,18.35,125.0
1250000,2019-06-29 00:00:00,Glenfield,3,6,6,1450,House,9633,37024,6.995,-33.97099,150.89301,29,1.28,159.0,31.57,391.0
1960000,2019-06-30 00:00:00,Sydney,2,2,0,97,New Apartments / Off the Plan,17252,35412,2.94,-33.86794,151.20998,65,1.28,159.0,0.31,3.0
1650000,2019-07-13 00:00:00,Beecroft,1,3,3,936,House,9396,47112,5.117,-33.75342,151.06372,130,1.02,159.0,18.35,125.0
1616000,2019-07-13 00:00:00,North Willoughby,1,2,1,316,Semi-Detached,4172,45552,0.935,-33.79541,151.20101,95,1.02,159.0,7.78,180.0
1380000,2019-07-13 00:00:00,Carss Park,3,4,1,562,House,1252,36816,0.63,-33.98679,151.11717,22,1.02,159.0,15.99,84.0
1280000,2019-07-13 00:00:00,Carlton,1,3,2,558,House,10722,32656,2.065,-33.97075,151.1214,36,1.02,159.0,14.29,133.0
1192000,2019-07-13 00:00:00,North Rocks,2,4,2,746,House,7965,40092,5.462,-33.77572,151.01474,92,1.02,159.0,20.61,271.0
701000,2019-07-13 00:00:00,Wentworth Point,2,2,1,117,Apartment / Unit / Flat,6994,56524,0.574,-33.82839,151.07771,4,1.02,159.0,12.9,378.0
1300000,2019-07-15 00:00:00,North Rocks,2,4,2,746,House,7965,40092,5.462,-33.77572,151.01474,92,1.02,159.0,20.61,271.0
1500000,2019-07-16 00:00:00,Malabar,1,2,2,511,House,5420,36088,3.574,-33.96419,151.25386,8,1.02,159.0,11.71,256.0
1070000,2019-07-16 00:00:00,Eastwood,2,3,2,273,Villa,17865,30368,5.194,-33.78849,151.08514,75,1.02,159.0,14.34,184.0
1050000,2019-07-16 00:00:00,Wiley Park,1,3,6,765,House,10126,23036,1.362,-33.9234,151.06765,39,1.02,159.0,14.66,327.0
725000,2019-07-16 00:00:00,Parramatta,2,3,2,155,Apartment / Unit / Flat,25798,39260,5.26,-33.81479,151.00875,33,1.02,159.0,19.44,80.0
721000,2019-07-16 00:00:00,Toongabbie,1,3,3,664,House,14337,34996,4.733,-33.79196,150.9468,39,1.02,159.0,25.67,423.0
535000,2019-07-16 00:00:00,Narellan Vale,1,3,1,496,House,7193,40352,2.481,-34.05177,150.74372,98,1.02,159.0,47.8,558.0
16988000,2019-07-17 00:00:00,Lavender Bay,6,6,2,650,House,941,72540,0.164,-33.84388,151.20761,16,1.02,159.0,2.37,2.0
665000,2019-07-17 00:00:00,Strathfield,2,2,1,145,Apartment / Unit / Flat,25813,34424,6.572,-33.87913,151.08118,43,1.02,159.0,12.01,360.0
510000,2019-07-17 00:00:00,Narellan Vale,1,3,1,306,House,7193,40352,2.481,-34.05177,150.74372,98,1.02,159.0,47.8,558.0
347000,2019-07-17 00:00:00,Wiley Park,1,2,1,81,Apartment / Unit / Flat,10126,23036,1.362,-33.9234,151.06765,39,1.02,159.0,14.66,327.0
1100000,2019-07-18 00:00:00,Pennant Hills,2,3,4,1395,House,7287,43472,6.123,-33.73636,151.07741,168,1.02,159.0,18.83,69.0
1000000,2019-07-18 00:00:00,Hornsby,1,3,2,686,House,22168,38792,8.386,-33.69724,151.10055,187,1.02,159.0,21.2,47.0
507000,2019-07-18 00:00:00,Cambridge Park,1,3,0,613,House,6726,35360,2.615,-33.74975,150.7265,55,1.02,159.0,46.55,345.0
412000,2019-07-18 00:00:00,Wiley Park,1,2,1,121,Apartment / Unit / Flat,10126,23036,1.362,-33.9234,151.06765,39,1.02,159.0,14.66,327.0
2860000,2019-07-19 00:00:00,Ingleside,2,4,3,7369,House,974,42016,18.087,-33.68951,151.25697,143,1.02,159.0,19.96,174.0
2000000,2019-07-19 00:00:00,Glenmore Park,2,4,5,9024,House,23004,45916,9.74,-33.79317,150.68049,54,1.02,159.0,49.65,484.0
1297000,2019-07-19 00:00:00,Mount Colah,3,5,3,1173,House,7095,43056,11.062,-33.66638,151.12988,117,1.02,159.0,23.26,215.0
1240000,2019-07-19 00:00:00,Mount Druitt,6,9,6,1012,House,16726,26000,6.256,-33.76791,150.8136,48,1.02,159.0,38.24,283.0
665000,2019-07-19 00:00:00,Prestons,2,4,1,480,House,15313,36244,9.215,-33.94155,150.87334,28,1.02,159.0,32.26,551.0
610000,2019-07-19 00:00:00,Narellan Vale,1,3,2,630,House,7193,40352,2.481,-34.05177,150.74372,98,1.02,159.0,47.8,558.0
504000,2019-07-19 00:00:00,Narellan Vale,1,3,1,568,House,7193,40352,2.481,-34.05177,150.74372,98,1.02,159.0,47.8,558.0
480000,2019-07-19 00:00:00,Cambridge Park,1,4,1,1542,House,6726,35360,2.615,-33.74975,150.7265,55,1.02,159.0,46.55,345.0
1800000,2019-07-20 00:00:00,Leichhardt,1,3,8,423,House,14625,56784,2.595,-33.88143,151.15595,31,1.02,159.0,5.31,190.0
1750000,2019-07-20 00:00:00,Harris Park,1,4,2,670,House,5799,31720,0.639,-33.82233,151.01207,28,1.02,159.0,18.92,236.0
1740000,2019-07-20 00:00:00,Lilyfield,2,3,1,417,House,7616,58916,2.159,-33.87113,151.16107,37,1.02,159.0,4.57,123.0
1486000,2019-07-20 00:00:00,Eastwood,3,4,2,645,House,17865,30368,5.194,-33.78849,151.08514,75,1.02,159.0,14.34,184.0
1223000,2019-07-20 00:00:00,Darlinghurst,1,2,0,64,Terrace,11320,66820,0.857,-33.8794,151.22078,50,1.02,159.0,1.87,35.0
1221000,2019-07-20 00:00:00,North Rocks,1,3,3,904,House,7965,40092,5.462,-33.77572,151.01474,92,1.02,159.0,20.61,271.0
1000000,2019-07-20 00:00:00,Turrella,1,3,3,454,House,2511,32292,0.64,-33.93041,151.14096,15,1.02,159.0,9.65,195.0
512000,2019-07-20 00:00:00,Mount Druitt,1,3,1,550,House,16726,26000,6.256,-33.76791,150.8136,48,1.02,159.0,38.24,283.0
4010000,2019-07-22 00:00:00,Carlton,8,24,1,1985,House,10722,32656,2.065,-33.97075,151.1214,36,1.02,159.0,14.29,133.0
1185000,2019-07-22 00:00:00,Mount Colah,3,4,2,755,House,7095,43056,11.062,-33.66638,151.12988,117,1.02,159.0,23.26,215.0
627000,2019-07-22 00:00:00,Cambridge Park,1,3,1,784,House,6726,35360,2.615,-33.74975,150.7265,55,1.02,159.0,46.55,345.0
550000,2019-07-22 00:00:00,Mount Druitt,1,3,2,586,House,16726,26000,6.256,-33.76791,150.8136,48,1.02,159.0,38.24,283.0
380000,2019-07-22 00:00:00,Wiley Park,1,2,1,786,Apartment / Unit / Flat,10126,23036,1.362,-33.9234,151.06765,39,1.02,159.0,14.66,327.0
2325000,2019-07-23 00:00:00,Strathfield,2,4,2,645,House,25813,34424,6.572,-33.87913,151.08118,43,1.02,159.0,12.01,360.0
800000,2019-07-23 00:00:00,Strathfield,2,2,2,199,Apartment / Unit / Flat,25813,34424,6.572,-33.87913,151.08118,43,1.02,159.0,12.01,360.0
638000,2019-07-23 00:00:00,Werrington,2,4,1,352,House,4031,33436,4.508,-33.75876,150.75061,31,1.02,159.0,44.13,434.0
545000,2019-07-23 00:00:00,Toongabbie,1,3,1,201,Townhouse,14337,34996,4.733,-33.79196,150.9468,39,1.02,159.0,25.67,423.0
545000,2019-07-23 00:00:00,Narellan Vale,2,4,1,550,House,7193,40352,2.481,-34.05177,150.74372,98,1.02,159.0,47.8,558.0
435000,2019-07-23 00:00:00,Wentworth Point,1,1,1,209,Apartment / Unit / Flat,6994,56524,0.574,-33.82839,151.07771,4,1.02,159.0,12.9,378.0
1438000,2019-07-24 00:00:00,Bella Vista,3,6,2,700,House,7837,43784,3.8,-33.74234,150.95464,101,1.02,159.0,27.28,427.0
815000,2019-07-24 00:00:00,Hornsby,2,3,2,501,Townhouse,22168,38792,8.386,-33.69724,151.10055,187,1.02,159.0,21.2,47.0
1580000,2019-07-25 00:00:00,Davidson,3,4,2,1141,House,2849,45292,2.567,-33.7395,151.19204,137,1.02,159.0,14.03,167.0
1550000,2019-07-25 00:00:00,Cronulla,2,3,3,764,House,18070,52364,3.872,-34.05635,151.15411,17,1.02,159.0,21.83,39.0
1520000,2019-07-25 00:00:00,Windsor Downs,3,6,4,4020,House,1179,43212,7.576,-33.65859,150.80821,31,1.02,159.0,43.7,537.0
800000,2019-07-25 00:00:00,North Rocks,1,3,1,1100,House,7965,40092,5.462,-33.77572,151.01474,92,1.02,159.0,20.61,271.0
600000,2019-07-25 00:00:00,Mount Druitt,1,4,5,563,House,16726,26000,6.256,-33.76791,150.8136,48,1.02,159.0,38.24,283.0
490000,2019-07-25 00:00:00,Mount Druitt,2,3,2,235,Townhouse,16726,26000,6.256,-33.76791,150.8136,48,1.02,159.0,38.24,283.0
3450000,2019-07-26 00:00:00,Chippendale,4,4,2,256,Apartment / Unit / Flat,8617,28080,0.464,-33.88626,151.19999,25,1.02,159.0,2.52,254.0
1525000,2019-07-26 00:00:00,Pennant Hills,2,4,2,884,House,7287,43472,6.123,-33.73636,151.07741,168,1.02,159.0,18.83,69.0
1285000,2019-07-26 00:00:00,Mount Colah,2,5,2,806,House,7095,43056,11.062,-33.66638,151.12988,117,1.02,159.0,23.26,215.0
1040000,2019-07-26 00:00:00,Oxley Park,4,10,4,2198,House,3112,33020,1.271,-33.77068,150.79565,41,1.02,159.0,39.76,504.0
1000000,2019-07-26 00:00:00,Carlton,1,3,1,392,House,10722,32656,2.065,-33.97075,151.1214,36,1.02,159.0,14.29,133.0
745000,2019-07-26 00:00:00,Toongabbie,1,3,3,645,House,14337,34996,4.733,-33.79196,150.9468,39,1.02,159.0,25.67,423.0
620000,2019-07-26 00:00:00,Hornsby,1,2,1,115,Apartment / Unit / Flat,22168,38792,8.386,-33.69724,151.10055,187,1.02,159.0,21.2,47.0
3526000,2019-07-27 00:00:00,Killara,3,6,3,1359,House,10574,49452,4.632,-33.76899,151.15799,116,1.02,159.0,11.7,192.0
1760000,2019-07-27 00:00:00,Croydon,2,4,1,547,House,10612,34996,2.435,-33.88062,151.1169,28,1.02,159.0,8.77,296.0
1440000,2019-07-27 00:00:00,Carlton,3,5,2,556,House,10722,32656,2.065,-33.97075,151.1214,36,1.02,159.0,14.29,133.0
1260000,2019-07-27 00:00:00,Kingsgrove,2,5,2,540,House,12446,30576,4.491,-33.93971,151.09956,19,1.02,159.0,13.14,268.0
1250000,2019-07-27 00:00:00,Eastwood,1,3,1,620,House,17865,30368,5.194,-33.78849,151.08514,75,1.02,159.0,14.34,184.0
1210000,2019-07-27 00:00:00,Strathfield,1,3,1,260,House,25813,34424,6.572,-33.87913,151.08118,43,1.02,159.0,12.01,360.0
1090000,2019-07-27 00:00:00,St Johns Park,2,5,2,663,House,6119,23920,1.982,-33.88259,150.90215,29,1.02,159.0,28.54,533.0
1080000,2019-07-27 00:00:00,North Rocks,2,3,1,822,House,7965,40092,5.462,-33.77572,151.01474,92,1.02,159.0,20.61,271.0
938000,2019-07-27 00:00:00,Kingsgrove,1,2,1,487,House,12446,30576,4.491,-33.93971,151.09956,19,1.02,159.0,13.14,268.0
1850000,2019-07-28 00:00:00,Palm Beach,2,4,5,689,House,1593,54704,2.716,-33.59895,151.32589,0,1.02,159.0,31.42,127.0
612000,2019-07-28 00:00:00,St Clair,1,3,1,600,House,19897,38896,7.204,-33.79794,150.78794,59,1.02,159.0,39.76,448.0
3090000,2019-07-29 00:00:00,Killara,2,4,2,823,House,10574,49452,4.632,-33.76899,151.15799,116,1.02,159.0,11.7,192.0
1700000,2019-07-29 00:00:00,Bella Vista,3,4,3,881,House,7837,43784,3.8,-33.74234,150.95464,101,1.02,159.0,27.28,427.0
950000,2019-07-29 00:00:00,Winmalee,2,4,2,1562,House,6202,38740,9.058,-33.67971,150.61119,263,1.02,159.0,59.15,295.0
1228888,2019-07-30 00:00:00,Bella Vista,2,3,2,384,House,7837,43784,3.8,-33.74234,150.95464,101,1.02,159.0,27.28,427.0
487000,2019-07-30 00:00:00,Winmalee,1,3,1,696,House,6202,38740,9.058,-33.67971,150.61119,263,1.02,159.0,59.15,295.0
1450000,2019-07-31 00:00:00,Sandringham,1,3,2,468,House,1238,39728,0.495,-33.99813,151.14125,3,1.02,159.0,16.06,335.0
1220000,2019-07-31 00:00:00,Eastgardens,2,2,3,367,House,860,36088,0.537,-33.94502,151.22653,31,1.02,159.0,8.99,242.0
1202500,2019-07-31 00:00:00,North Rocks,2,4,10,714,House,7965,40092,5.462,-33.77572,151.01474,92,1.02,159.0,20.61,271.0
732000,2019-07-31 00:00:00,Prestons,2,4,2,450,House,15313,36244,9.215,-33.94155,150.87334,28,1.02,159.0,32.26,551.0
386000,2019-07-31 00:00:00,Toongabbie,1,2,1,95,Apartment / Unit / Flat,14337,34996,4.733,-33.79196,150.9468,39,1.02,159.0,25.67,423.0
1020000,2019-08-13 00:00:00,Picnic Point,2,3,2,550,House,6160,40560,3.859,-33.97301,151.00632,33,1.0,159.0,22.31,403.0
635000,2019-08-13 00:00:00,St Clair,1,3,4,626,House,19897,38896,7.204,-33.79794,150.78794,59,1.0,159.0,39.76,448.0
490000,2019-08-13 00:00:00,Wentworth Point,1,1,1,91,Apartment / Unit / Flat,6994,56524,0.574,-33.82839,151.07771,4,1.0,159.0,12.9,378.0
715000,2019-08-14 00:00:00,Mount Druitt,1,2,2,1012,House,16726,26000,6.256,-33.76791,150.8136,48,1.0,159.0,38.24,283.0
750000,2019-08-15 00:00:00,Petersham,1,1,1,87,Apartment / Unit / Flat,8116,52884,1.287,-33.89452,151.1556,41,1.0,159.0,5.99,233.0
702000,2019-08-15 00:00:00,Liverpool,2,4,3,562,House,27084,24232,6.356,-33.92148,150.91654,15,1.0,159.0,27.85,247.0
1390000,2019-08-16 00:00:00,North Rocks,2,5,2,766,House,7965,40092,5.462,-33.77572,151.01474,92,1.0,159.0,20.61,271.0
975000,2019-08-16 00:00:00,Rydalmere,2,3,3,645,House,6642,33540,3.8,-33.81378,151.03784,13,1.0,159.0,16.91,324.0
837000,2019-08-16 00:00:00,Greystanes,3,4,1,562,House,22802,33800,8.969,-33.82378,150.93855,62,1.0,159.0,25.53,436.0
557250,2019-08-16 00:00:00,Winmalee,1,4,1,696,House,6202,38740,9.058,-33.67971,150.61119,263,1.0,159.0,59.15,295.0
555000,2019-08-16 00:00:00,Winmalee,1,3,1,1296,House,6202,38740,9.058,-33.67971,150.61119,263,1.0,159.0,59.15,295.0
525000,2019-08-16 00:00:00,Georges Hall,1,3,2,179,Townhouse,9038,29640,3.323,-33.90761,150.98902,23,1.0,159.0,20.97,399.0
1930000,2019-08-17 00:00:00,Cronulla,2,3,2,550,House,18070,52364,3.872,-34.05635,151.15411,17,1.0,159.0,21.83,39.0
1920000,2019-08-17 00:00:00,Leichhardt,2,4,0,380,House,14625,56784,2.595,-33.88143,151.15595,31,1.0,159.0,5.31,190.0
1800000,2019-08-17 00:00:00,Kingsgrove,1,4,3,891,House,12446,30576,4.491,-33.93971,151.09956,19,1.0,159.0,13.14,268.0
1207500,2019-08-17 00:00:00,Beecroft,2,4,2,820,House,9396,47112,5.117,-33.75342,151.06372,130,1.0,159.0,18.35,125.0
1162500,2019-08-17 00:00:00,Sandringham,2,3,1,360,House,1238,39728,0.495,-33.99813,151.14125,3,1.0,159.0,16.06,335.0
1053500,2019-08-17 00:00:00,Picnic Point,1,4,4,556,House,6160,40560,3.859,-33.97301,151.00632,33,1.0,159.0,22.31,403.0
1011000,2019-08-17 00:00:00,Picnic Point,1,3,5,613,House,6160,40560,3.859,-33.97301,151.00632,33,1.0,159.0,22.31,403.0
2300000,2019-08-19 00:00:00,Telopea,1,3,1,720,House,5426,29536,1.511,-33.79475,151.04194,70,1.0,159.0,17.4,259.0
1585000,2019-08-19 00:00:00,Bella Vista,3,5,2,725,House,7837,43784,3.8,-33.74234,150.95464,101,1.0,159.0,27.28,427.0
1175000,2019-08-19 00:00:00,Greystanes,3,4,2,632,House,22802,33800,8.969,-33.82378,150.93855,62,1.0,159.0,25.53,436.0
275000,2019-08-19 00:00:00,Mount Druitt,1,2,1,90,Apartment / Unit / Flat,16726,26000,6.256,-33.76791,150.8136,48,1.0,159.0,38.24,283.0
2150000,2019-08-21 00:00:00,Hunters Hill,2,2,1,506,House,9528,48828,3.632,-33.83054,151.14729,2,1.0,159.0,6.95,159.0
2100000,2019-08-21 00:00:00,Bella Vista,4,5,2,735,House,7837,43784,3.8,-33.74234,150.95464,101,1.0,159.0,27.28,427.0
1200000,2019-08-21 00:00:00,Clareville,2,3,2,696,House,742,57148,0.504,-33.63655,151.31075,50,1.0,159.0,27.02,171.0
1005000,2019-08-22 00:00:00,Picnic Point,2,4,1,275,Semi-Detached,6160,40560,3.859,-33.97301,151.00632,33,1.0,159.0,22.31,403.0
555000,2019-08-22 00:00:00,Narellan Vale,1,3,1,545,House,7193,40352,2.481,-34.05177,150.74372,98,1.0,159.0,47.8,558.0
1675000,2019-08-23 00:00:00,Caringbah,3,4,2,581,House,11658,42380,4.089,-34.03534,151.12423,22,1.0,159.0,20.47,98.0
965000,2019-08-23 00:00:00,St Clair,4,5,2,641,House,19897,38896,7.204,-33.79794,150.78794,59,1.0,159.0,39.76,448.0
780000,2019-08-23 00:00:00,St Clair,3,4,2,630,House,19897,38896,7.204,-33.79794,150.78794,59,1.0,159.0,39.76,448.0
745000,2019-08-23 00:00:00,Liverpool,2,4,1,572,House,27084,24232,6.356,-33.92148,150.91654,15,1.0,159.0,27.85,247.0
667000,2019-08-23 00:00:00,Narellan Vale,2,5,2,579,House,7193,40352,2.481,-34.05177,150.74372,98,1.0,159.0,47.8,558.0
2235000,2019-08-24 00:00:00,Chippendale,2,4,1,120,House,8617,28080,0.464,-33.88626,151.19999,25,1.0,159.0,2.52,254.0
1800000,2019-08-24 00:00:00,Cabarita,1,3,2,571,House,1957,52988,0.499,-33.84744,151.11635,10,1.0,159.0,8.88,181.0
1395000,2019-08-24 00:00:00,Eastgardens,1,4,2,569,House,860,36088,0.537,-33.94502,151.22653,31,1.0,159.0,8.99,242.0
1300000,2019-08-24 00:00:00,Kingsgrove,2,3,1,558,House,12446,30576,4.491,-33.93971,151.09956,19,1.0,159.0,13.14,268.0
1260000,2019-08-24 00:00:00,Rydalmere,1,3,1,803,House,6642,33540,3.8,-33.81378,151.03784,13,1.0,159.0,16.91,324.0
3450000,2019-08-26 00:00:00,Duffys Forest,3,5,4,2053,House,474,46072,4.62,-33.67472,151.1894,174,1.0,159.0,21.21,264.0
870000,2019-08-26 00:00:00,Caringbah,2,3,1,331,Villa,11658,42380,4.089,-34.03534,151.12423,22,1.0,159.0,20.47,98.0
642000,2019-08-26 00:00:00,Mount Druitt,1,3,1,569,House,16726,26000,6.256,-33.76791,150.8136,48,1.0,159.0,38.24,283.0
1534000,2019-08-27 00:00:00,Canada Bay,2,3,2,411,House,1238,42588,0.322,-33.86462,151.11506,9,1.0,159.0,8.78,201.0
940000,2019-08-27 00:00:00,Rydalmere,2,3,4,569,House,6642,33540,3.8,-33.81378,151.03784,13,1.0,159.0,16.91,324.0
348000,2019-08-27 00:00:00,Mount Druitt,1,2,1,109,Apartment / Unit / Flat,16726,26000,6.256,-33.76791,150.8136,48,1.0,159.0,38.24,283.0
640000,2019-08-28 00:00:00,Petersham,1,1,0,74,Apartment / Unit / Flat,8116,52884,1.287,-33.89452,151.1556,41,1.0,159.0,5.99,233.0
1905000,2019-08-29 00:00:00,North Curl Curl,2,3,3,338,House,4117,48152,1.215,-33.76314,151.29088,14,1.0,159.0,13.57,143.0
1785000,2019-08-29 00:00:00,Cabarita,2,4,2,380,House,1957,52988,0.499,-33.84744,151.11635,10,1.0,159.0,8.88,181.0
425000,2019-08-29 00:00:00,Mount Druitt,1,3,1,396,Villa,16726,26000,6.256,-33.76791,150.8136,48,1.0,159.0,38.24,283.0
3010000,2019-08-31 00:00:00,Hunters Hill,2,4,2,696,House,9528,48828,3.632,-33.83054,151.14729,2,1.0,159.0,6.95,159.0
1750000,2019-08-31 00:00:00,Croydon,2,3,1,539,House,10612,34996,2.435,-33.88062,151.1169,28,1.0,159.0,8.77,296.0
1585000,2019-08-31 00:00:00,Baulkham Hills,3,4,4,930,House,37050,41288,16.003,-33.74634,150.98287,93,1.0,159.0,24.81,326.0
760000,2019-08-31 00:00:00,Stanmore,1,2,1,119,Apartment / Unit / Flat,7938,55484,1.218,-33.8937,151.16537,29,1.0,159.0,5.2,212.0
1285000,2019-09-13 00:00:00,Silverwater,2,5,3,677,House,4166,37024,2.7,-33.83414,151.04521,7,1.0,166.4,15.62,307.0
1025000,2019-09-13 00:00:00,Kingsgrove,3,5,2,390,Duplex,12446,30576,4.491,-33.93971,151.09956,19,1.0,166.4,13.14,268.0
628000,2019-09-13 00:00:00,South Penrith,1,3,1,650,House,11790,37024,5.06,-33.7734,150.69863,50,1.0,166.4,48.41,332.0
3650000,2019-09-14 00:00:00,Whale Beach,3,4,2,1549,House,253,63128,0.497,-33.6134,151.33282,1,1.0,166.4,30.16,99.0
1985000,2019-09-14 00:00:00,Dolls Point,2,6,4,588,House,1661,45136,0.22,-33.99339,151.14479,6,1.0,166.4,15.45,495.0
1900000,2019-09-14 00:00:00,Cremorne,2,2,1,163,Apartment / Unit / Flat,11227,68952,1.627,-33.82708,151.22512,74,1.0,166.4,4.45,28.0
1575000,2019-09-14 00:00:00,Petersham,1,3,1,108,House,8116,52884,1.287,-33.89452,151.1556,41,1.0,166.4,5.99,233.0
1410000,2019-09-14 00:00:00,Baulkham Hills,2,5,3,1914,House,37050,41288,16.003,-33.74634,150.98287,93,1.0,166.4,24.81,326.0
1200000,2019-09-14 00:00:00,Baulkham Hills,2,3,3,696,House,37050,41288,16.003,-33.74634,150.98287,93,1.0,166.4,24.81,326.0
1186000,2019-09-14 00:00:00,Baulkham Hills,2,3,5,722,House,37050,41288,16.003,-33.74634,150.98287,93,1.0,166.4,24.81,326.0
1125000,2019-09-14 00:00:00,Bungarribee,4,5,2,515,House,2638,50440,2.458,-33.77976,150.86393,36,1.0,166.4,33.4,563.0
750000,2019-09-14 00:00:00,Fairfield,2,4,1,655,House,18081,20592,4.43,-33.86904,150.95102,17,1.0,166.4,23.96,314.0
662000,2019-09-14 00:00:00,Carlton,1,2,1,146,Apartment / Unit / Flat,10722,32656,2.065,-33.97075,151.1214,36,1.0,166.4,14.29,133.0
645000,2019-09-14 00:00:00,Fairfield,1,4,1,584,House,18081,20592,4.43,-33.86904,150.95102,17,1.0,166.4,23.96,314.0
3100000,2019-09-16 00:00:00,Paddington,2,3,1,158,House,12911,73944,1.627,-33.88334,151.22781,53,1.0,166.4,2.61,16.0
2250000,2019-09-16 00:00:00,Lilli Pilli,3,5,4,777,House,1390,51636,0.607,-34.06716,151.11552,42,1.0,166.4,24.05,452.0
1720000,2019-09-16 00:00:00,Greystanes,4,6,4,809,House,22802,33800,8.969,-33.82378,150.93855,62,1.0,166.4,25.53,436.0
1120000,2019-09-16 00:00:00,Rooty Hill,3,5,3,917,House,14704,33176,6.808,-33.77213,150.845,43,1.0,166.4,35.32,408.0
830000,2019-09-16 00:00:00,Greystanes,2,5,2,556,House,22802,33800,8.969,-33.82378,150.93855,62,1.0,166.4,25.53,436.0
1365000,2019-09-17 00:00:00,Baulkham Hills,2,4,2,727,House,37050,41288,16.003,-33.74634,150.98287,93,1.0,166.4,24.81,326.0
1290000,2019-09-17 00:00:00,Baulkham Hills,1,4,3,929,House,37050,41288,16.003,-33.74634,150.98287,93,1.0,166.4,24.81,326.0
1200000,2019-09-17 00:00:00,Baulkham Hills,1,3,1,696,House,37050,41288,16.003,-33.74634,150.98287,93,1.0,166.4,24.81,326.0
962000,2019-09-17 00:00:00,Sutherland,1,3,1,582,House,10816,47268,3.571,-34.03269,151.0552,111,1.0,166.4,23.45,18.0
805000,2019-09-17 00:00:00,South Penrith,2,4,3,573,House,11790,37024,5.06,-33.7734,150.69863,50,1.0,166.4,48.41,332.0
735000,2019-09-17 00:00:00,Winmalee,2,3,2,1967,House,6202,38740,9.058,-33.67971,150.61119,263,1.0,166.4,59.15,295.0
1261100,2019-09-18 00:00:00,Baulkham Hills,3,4,2,697,House,37050,41288,16.003,-33.74634,150.98287,93,1.0,166.4,24.81,326.0
710000,2019-09-18 00:00:00,St Clair,2,4,2,629,House,19897,38896,7.204,-33.79794,150.78794,59,1.0,166.4,39.76,448.0
622000,2019-09-18 00:00:00,St Clair,1,4,3,637,House,19897,38896,7.204,-33.79794,150.78794,59,1.0,166.4,39.76,448.0
2105000,2019-09-19 00:00:00,Cremorne,2,3,1,187,Apartment / Unit / Flat,11227,68952,1.627,-33.82708,151.22512,74,1.0,166.4,4.45,28.0
975000,2019-09-19 00:00:00,Sutherland,1,4,1,556,House,10816,47268,3.571,-34.03269,151.0552,111,1.0,166.4,23.45,18.0
640000,2019-09-19 00:00:00,South Penrith,1,3,0,631,House,11790,37024,5.06,-33.7734,150.69863,50,1.0,166.4,48.41,332.0
2530000,2019-09-20 00:00:00,Casula,1,3,1,3599,House,15662,30368,7.072,-33.95198,150.89671,44,1.0,166.4,30.52,333.0
1887000,2019-09-20 00:00:00,Paddington,3,3,0,114,House,12911,73944,1.627,-33.88334,151.22781,53,1.0,166.4,2.61,16.0
585000,2019-09-20 00:00:00,Sutherland,1,2,1,96,Apartment / Unit / Flat,10816,47268,3.571,-34.03269,151.0552,111,1.0,166.4,23.45,18.0
2450000,2019-09-21 00:00:00,Balgowlah,4,4,2,536,House,7961,56576,1.959,-33.79453,151.26125,58,1.0,166.4,9.16,42.0
