price,date_sold,suburb,num_bath,num_bed,num_parking,property_size,type,suburb_population,suburb_median_income,suburb_sqkm,suburb_lat,suburb_lng,suburb_elevation,cash_rate,property_inflation_index,km_from_cbd,suburb_ranking
452000,2016-01-13 00:00:00,Leumeah,1,3,1,344,House,9835,32292,4.055,-34.05375,150.83957,81,2.0,150.9,40.12,334.0
495000,2016-01-15 00:00:00,Leumeah,1,3,2,582,House,9835,32292,4.055,-34.05375,150.83957,81,2.0,150.9,40.12,334.0
890000,2016-01-18 00:00:00,Picnic Point,2,4,3,715,House,6160,40560,3.859,-33.97301,151.00632,33,2.0,150.9,22.31,403.0
533000,2016-01-18 00:00:00,Whalan,3,4,2,695,House,5973,24180,2.429,-33.75572,150.80361,37,2.0,150.9,39.53,453.0
1120500,2016-01-19 00:00:00,North Rocks,2,4,2,904,House,7965,40092,5.462,-33.77572,151.01474,92,2.0,150.9,20.61,271.0
830000,2016-01-19 00:00:00,Winmalee,3,6,2,2109,House,6202,38740,9.058,-33.67971,150.61119,263,2.0,150.9,59.15,295.0
675000,2016-01-19 00:00:00,Bass Hill,3,3,2,263,Townhouse,9069,24388,2.929,-33.90028,150.99309,40,2.0,150.9,20.43,459.0
473000,2016-01-19 00:00:00,Leumeah,1,3,3,581,House,9835,32292,4.055,-34.05375,150.83957,81,2.0,150.9,40.12,334.0
520000,2016-01-20 00:00:00,Leumeah,1,3,1,651,House,9835,32292,4.055,-34.05375,150.83957,81,2.0,150.9,40.12,334.0
510000,2016-01-20 00:00:00,Winmalee,1,3,1,993,House,6202,38740,9.058,-33.67971,150.61119,263,2.0,150.9,59.15,295.0
570000,2016-01-21 00:00:00,Winmalee,1,3,2,828,House,6202,38740,9.058,-33.67971,150.61119,263,2.0,150.9,59.15,295.0
1250000,2016-01-22 00:00:00,North Rocks,1,3,4,900,House,7965,40092,5.462,-33.77572,151.01474,92,2.0,150.9,20.61,271.0
2300000,2016-01-25 00:00:00,Concord,3,5,2,556,House,14533,39052,5.058,-33.85608,151.10677,6,2.0,150.9,9.6,185.0
940000,2016-01-25 00:00:00,Acacia Gardens,2,4,2,560,House,3798,47060,1.001,-33.73411,150.91377,88,2.0,150.9,31.04,491.0
695000,2016-01-25 00:00:00,Wetherill Park,1,3,2,550,House,6127,25688,11.214,-33.84214,150.89843,43,2.0,150.9,28.94,501.0
930000,2016-01-26 00:00:00,Picnic Point,1,4,5,607,House,6160,40560,3.859,-33.97301,151.00632,33,2.0,150.9,22.31,403.0
2015000,2016-01-29 00:00:00,Concord,2,4,2,581,House,14533,39052,5.058,-33.85608,151.10677,6,2.0,150.9,9.6,185.0
2000000,2016-01-29 00:00:00,Greenhills Beach,4,5,5,669,House,792,59592,0.539,-34.03624,151.1585,6,2.0,150.9,19.56,344.0
936000,2016-01-29 00:00:00,North Rocks,1,3,1,710,House,7965,40092,5.462,-33.77572,151.01474,92,2.0,150.9,20.61,271.0
1500000,2016-01-30 00:00:00,North Rocks,4,5,3,987,House,7965,40092,5.462,-33.77572,151.01474,92,2.0,150.9,20.61,271.0
712000,2016-01-30 00:00:00,Bass Hill,1,3,3,758,House,9069,24388,2.929,-33.90028,150.99309,40,2.0,150.9,20.43,459.0
1180000,2016-01-31 00:00:00,North Rocks,3,4,2,720,House,7965,40092,5.462,-33.77572,151.01474,92,2.0,150.9,20.61,271.0
1930000,2016-02-13 00:00:00,Croydon,3,4,4,506,House,10612,34996,2.435,-33.88062,151.1169,28,2.0,150.9,8.77,296.0
1670000,2016-02-13 00:00:00,Elanora Heights,2,4,2,800,House,4357,44460,3.877,-33.70172,151.27318,105,2.0,150.9,19.05,273.0
1600000,2016-02-13 00:00:00,Leichhardt,1,4,0,177,House,14625,56784,2.595,-33.88143,151.15595,31,2.0,150.9,5.31,190.0
828000,2016-02-13 00:00:00,Wetherill Park,2,3,1,563,House,6127,25688,11.214,-33.84214,150.89843,43,2.0,150.9,28.94,501.0
1280000,2016-02-15 00:00:00,Concord,2,3,2,335,Semi-Detached,14533,39052,5.058,-33.85608,151.10677,6,2.0,150.9,9.6,185.0
930000,2016-02-15 00:00:00,Canley Vale,2,4,3,1080,House,10216,20592,2.887,-33.88495,150.95058,11,2.0,150.9,24.09,350.0
710000,2016-02-15 00:00:00,Bass Hill,1,3,2,638,House,9069,24388,2.929,-33.90028,150.99309,40,2.0,150.9,20.43,459.0
2949000,2016-02-16 00:00:00,North Turramurra,4,5,2,950,New House & Land,4257,42484,11.614,-33.69054,151.15407,169,2.0,150.9,20.05,207.0
1180000,2016-02-16 00:00:00,North Rocks,2,4,2,735,House,7965,40092,5.462,-33.77572,151.01474,92,2.0,150.9,20.61,271.0
1030000,2016-02-16 00:00:00,Avalon Beach,1,3,4,650,House,9905,43628,5.131,-33.62899,151.32686,46,2.0,150.9,28.35,96.0
905000,2016-02-16 00:00:00,Panania,2,4,1,278,Duplex,12419,34216,4.751,-33.95493,150.99524,18,2.0,150.9,22.21,197.0
750000,2016-02-16 00:00:00,Bass Hill,2,4,2,290,Duplex,9069,24388,2.929,-33.90028,150.99309,40,2.0,150.9,20.43,459.0
1325000,2016-02-17 00:00:00,North Rocks,2,5,2,739,House,7965,40092,5.462,-33.77572,151.01474,92,2.0,150.9,20.61,271.0
1130000,2016-02-17 00:00:00,Rosehill,1,3,0,948,House,3806,39624,3.67,-33.82647,151.03151,4,2.0,150.9,17.06,420.0
1100000,2016-02-17 00:00:00,Picnic Point,1,3,4,975,House,6160,40560,3.859,-33.97301,151.00632,33,2.0,150.9,22.31,403.0
1039000,2016-02-17 00:00:00,Lansvale,3,5,2,569,House,2570,25376,2.893,-33.89877,150.96071,5,2.0,150.9,23.35,467.0
977000,2016-02-17 00:00:00,Petersham,1,2,0,170,House,8116,52884,1.287,-33.89452,151.1556,41,2.0,150.9,5.99,233.0
2300000,2016-02-18 00:00:00,Ultimo,2,4,0,134,House,8845,20072,0.559,-33.87941,151.19845,23,2.0,150.9,1.9,100.0
1500000,2016-02-18 00:00:00,Leichhardt,2,4,0,177,House,14625,56784,2.595,-33.88143,151.15595,31,2.0,150.9,5.31,190.0
1400000,2016-02-19 00:00:00,Croydon,2,3,3,394,House,10612,34996,2.435,-33.88062,151.1169,28,2.0,150.9,8.77,296.0
1265000,2016-02-19 00:00:00,Leichhardt,1,3,0,220,House,14625,56784,2.595,-33.88143,151.15595,31,2.0,150.9,5.31,190.0
1720000,2016-02-20 00:00:00,Concord,1,4,2,512,House,14533,39052,5.058,-33.85608,151.10677,6,2.0,150.9,9.6,185.0
1340000,2016-02-20 00:00:00,Burwood,1,2,2,273,House,16030,24856,2.435,-33.87838,151.10412,33,2.0,150.9,9.9,270.0
1300000,2016-02-20 00:00:00,Avalon Beach,3,4,2,696,House,9905,43628,5.131,-33.62899,151.32686,46,2.0,150.9,28.35,96.0
1180000,2016-02-20 00:00:00,Eastlakes,2,3,3,335,House,6912,25740,2.003,-33.93108,151.21145,18,2.0,150.9,7.32,366.0
1110000,2016-02-20 00:00:00,Picnic Point,1,3,1,620,House,6160,40560,3.859,-33.97301,151.00632,33,2.0,150.9,22.31,403.0
875000,2016-02-20 00:00:00,Panania,2,3,1,556,House,12419,34216,4.751,-33.95493,150.99524,18,2.0,150.9,22.21,197.0
865000,2016-02-20 00:00:00,Panania,1,3,2,556,House,12419,34216,4.751,-33.95493,150.99524,18,2.0,150.9,22.21,197.0
862000,2016-02-22 00:00:00,Panania,2,4,2,355,Semi-Detached,12419,34216,4.751,-33.95493,150.99524,18,2.0,150.9,22.21,197.0
595000,2016-02-22 00:00:00,Avalon Beach,1,1,1,140,Apartment / Unit / Flat,9905,43628,5.131,-33.62899,151.32686,46,2.0,150.9,28.35,96.0
2100000,2016-02-25 00:00:00,Drummoyne,1,4,1,417,House,11950,60840,2.31,-33.85205,151.15424,31,2.0,150.9,5.35,235.0
1985000,2016-02-25 00:00:00,Millers Point,1,3,0,112,House,1482,79300,0.251,-33.85966,151.20425,35,2.0,150.9,0.8,14.0
1780000,2016-02-25 00:00:00,Millers Point,1,3,0,111,House,1482,79300,0.251,-33.85966,151.20425,35,2.0,150.9,0.8,14.0
1415000,2016-02-25 00:00:00,Russell Lea,1,2,0,272,House,5001,47684,1.02,-33.85841,151.14202,20,2.0,150.9,6.33,470.0
1250000,2016-02-25 00:00:00,Elanora Heights,2,3,6,1024,House,4357,44460,3.877,-33.70172,151.27318,105,2.0,150.9,19.05,273.0
1440000,2016-02-26 00:00:00,Avalon Beach,3,5,3,657,House,9905,43628,5.131,-33.62899,151.32686,46,2.0,150.9,28.35,96.0
1230000,2016-02-26 00:00:00,Mascot,2,3,2,266,House,14772,41912,11.961,-33.9466,151.18371,3,2.0,150.9,9.35,520.0
915000,2016-02-26 00:00:00,Bossley Park,2,5,2,619,House,14585,25012,4.536,-33.86202,150.88392,56,2.0,150.9,30.17,502.0
619000,2016-02-26 00:00:00,Panania,2,2,1,171,Villa,12419,34216,4.751,-33.95493,150.99524,18,2.0,150.9,22.21,197.0
1800000,2016-02-27 00:00:00,Leichhardt,2,3,1,348,House,14625,56784,2.595,-33.88143,151.15595,31,2.0,150.9,5.31,190.0
1550000,2016-02-27 00:00:00,North Turramurra,1,3,2,961,House,4257,42484,11.614,-33.69054,151.15407,169,2.0,150.9,20.05,207.0
1465000,2016-02-27 00:00:00,Beecroft,2,4,1,853,House,9396,47112,5.117,-33.75342,151.06372,130,2.0,150.9,18.35,125.0
1280000,2016-02-27 00:00:00,Rodd Point,1,2,1,303,House,1376,44876,0.374,-33.86584,151.14375,10,2.0,150.9,6.12,449.0
1160000,2016-02-27 00:00:00,Leichhardt,1,3,0,186,House,14625,56784,2.595,-33.88143,151.15595,31,2.0,150.9,5.31,190.0
1085000,2016-02-27 00:00:00,Leichhardt,1,2,1,209,House,14625,56784,2.595,-33.88143,151.15595,31,2.0,150.9,5.31,190.0
1000000,2016-02-27 00:00:00,Ermington,2,6,3,822,House,10737,33644,4.135,-33.8105,151.06162,40,2.0,150.9,15.0,361.0
925000,2016-02-27 00:00:00,Leichhardt,1,2,0,139,House,14625,56784,2.595,-33.88143,151.15595,31,2.0,150.9,5.31,190.0
820000,2016-02-27 00:00:00,Padstow Heights,1,3,2,588,House,3540,34268,1.931,-33.97042,151.03352,51,2.0,150.9,20.06,379.0
761000,2016-02-27 00:00:00,Padstow Heights,2,3,1,551,House,3540,34268,1.931,-33.97042,151.03352,51,2.0,150.9,20.06,379.0
3100000,2016-02-29 00:00:00,Avalon Beach,3,4,5,1138,House,9905,43628,5.131,-33.62899,151.32686,46,2.0,150.9,28.35,96.0
1650000,2016-02-29 00:00:00,Concord,1,2,1,531,House,14533,39052,5.058,-33.85608,151.10677,6,2.0,150.9,9.6,185.0
1543000,2016-02-29 00:00:00,Russell Lea,1,3,1,411,House,5001,47684,1.02,-33.85841,151.14202,20,2.0,150.9,6.33,470.0
1100000,2016-02-29 00:00:00,Alexandria,1,2,1,112,House,8262,69732,3.516,-33.9082,151.19191,9,2.0,150.9,5.06,267.0
755000,2016-02-29 00:00:00,Zetland,1,1,1,59,Apartment / Unit / Flat,10078,45604,0.805,-33.90769,151.2083,23,2.0,150.9,4.72,294.0
850000,2016-03-13 00:00:00,Revesby,1,4,1,313,Semi-Detached,14176,31616,5.608,-33.94767,151.01233,14,2.0,155.2,20.44,355.0
950000,2016-03-16 00:00:00,Como,1,3,2,588,House,3977,49296,1.598,-34.00258,151.0648,42,2.0,155.2,20.31,68.0
785000,2016-03-16 00:00:00,Rosehill,1,3,2,481,House,3806,39624,3.67,-33.82647,151.03151,4,2.0,155.2,17.06,420.0
1620000,2016-03-17 00:00:00,Birchgrove,1,3,1,200,House,3303,78780,0.586,-33.85093,151.18309,24,2.0,155.2,2.94,30.0
1200000,2016-03-17 00:00:00,Warrimoo,2,5,6,8818,House,2450,43524,8.576,-33.7239,150.61735,210,2.0,155.2,57.07,402.0
1105000,2016-03-17 00:00:00,Mascot,1,3,0,253,House,14772,41912,11.961,-33.9466,151.18371,3,2.0,155.2,9.35,520.0
790000,2016-03-17 00:00:00,Bass Hill,1,4,2,556,House,9069,24388,2.929,-33.90028,150.99309,40,2.0,155.2,20.43,459.0
2890000,2016-03-18 00:00:00,Northbridge,2,5,3,903,House,6347,60060,2.728,-33.8112,151.2183,87,2.0,155.2,6.03,24.0
1960000,2016-03-18 00:00:00,East Killara,3,5,2,834,House,2978,38428,3.19,-33.75738,151.18183,78,2.0,155.2,12.23,288.0
1800000,2016-03-18 00:00:00,Alexandria,2,3,2,145,House,8262,69732,3.516,-33.9082,151.19191,9,2.0,155.2,5.06,267.0
732000,2016-03-18 00:00:00,Wetherill Park,2,3,1,553,House,6127,25688,11.214,-33.84214,150.89843,43,2.0,155.2,28.94,501.0
580000,2016-03-18 00:00:00,Woodcroft,2,3,1,200,Semi-Detached,6440,40768,1.693,-33.75523,150.88065,38,2.0,155.2,32.83,462.0
2418000,2016-03-19 00:00:00,Bondi Junction,2,3,0,205,House,9445,54964,1.079,-33.89296,151.2503,89,2.0,155.2,4.85,38.0
2113000,2016-03-19 00:00:00,West Pymble,2,4,4,850,House,5298,48672,3.684,-33.76365,151.12999,80,2.0,155.2,13.47,93.0
2055000,2016-03-19 00:00:00,Avalon Beach,3,5,2,718,House,9905,43628,5.131,-33.62899,151.32686,46,2.0,155.2,28.35,96.0
2050000,2016-03-19 00:00:00,La Perouse,2,3,2,667,House,399,33124,1.755,-33.99151,151.24014,50,2.0,155.2,14.29,89.0
1930000,2016-03-19 00:00:00,Russell Lea,2,3,2,369,House,5001,47684,1.02,-33.85841,151.14202,20,2.0,155.2,6.33,470.0
1740000,2016-03-19 00:00:00,Croydon,2,4,2,468,House,10612,34996,2.435,-33.88062,151.1169,28,2.0,155.2,8.77,296.0
1500000,2016-03-19 00:00:00,Russell Lea,1,2,2,334,House,5001,47684,1.02,-33.85841,151.14202,20,2.0,155.2,6.33,470.0
1435500,2016-03-19 00:00:00,Eastlakes,1,3,3,468,House,6912,25740,2.003,-33.93108,151.21145,18,2.0,155.2,7.32,366.0
1390000,2016-03-19 00:00:00,Croydon,1,3,1,701,House,10612,34996,2.435,-33.88062,151.1169,28,2.0,155.2,8.77,296.0
1219000,2016-03-19 00:00:00,Mascot,2,3,1,251,House,14772,41912,11.961,-33.9466,151.18371,3,2.0,155.2,9.35,520.0
1365000,2016-03-20 00:00:00,Petersham,1,3,2,279,House,8116,52884,1.287,-33.89452,151.1556,41,2.0,155.2,5.99,233.0
2650000,2016-03-21 00:00:00,Putney,2,4,2,674,House,4107,44876,1.508,-33.8268,151.10602,35,2.0,155.2,10.51,224.0
1850000,2016-03-21 00:00:00,North Turramurra,4,4,2,930,House,4257,42484,11.614,-33.69054,151.15407,169,2.0,155.2,20.05,207.0
1150000,2016-03-21 00:00:00,Ermington,3,4,2,524,House,10737,33644,4.135,-33.8105,151.06162,40,2.0,155.2,15.0,361.0
925000,2016-03-21 00:00:00,Picnic Point,3,5,2,350,House,6160,40560,3.859,-33.97301,151.00632,33,2.0,155.2,22.31,403.0
739950,2016-03-21 00:00:00,Narellan Vale,2,4,2,700,House,7193,40352,2.481,-34.05177,150.74372,98,2.0,155.2,47.8,558.0
1045000,2016-03-22 00:00:00,Padstow Heights,2,4,3,522,House,3540,34268,1.931,-33.97042,151.03352,51,2.0,155.2,20.06,379.0
920000,2016-03-22 00:00:00,Bass Hill,2,6,3,556,House,9069,24388,2.929,-33.90028,150.99309,40,2.0,155.2,20.43,459.0
935000,2016-03-23 00:00:00,Revesby,1,3,1,790,House,14176,31616,5.608,-33.94767,151.01233,14,2.0,155.2,20.44,355.0
867000,2016-03-23 00:00:00,Revesby,2,4,2,575,House,14176,31616,5.608,-33.94767,151.01233,14,2.0,155.2,20.44,355.0
689000,2016-03-23 00:00:00,Revesby,2,3,1,220,Townhouse,14176,31616,5.608,-33.94767,151.01233,14,2.0,155.2,20.44,355.0
587500,2016-03-23 00:00:00,Narellan Vale,2,3,2,544,House,7193,40352,2.481,-34.05177,150.74372,98,2.0,155.2,47.8,558.0
2450000,2016-03-24 00:00:00,Birchgrove,3,4,0,230,House,3303,78780,0.586,-33.85093,151.18309,24,2.0,155.2,2.94,30.0
745000,2016-03-24 00:00:00,Ermington,1,4,0,720,House,10737,33644,4.135,-33.8105,151.06162,40,2.0,155.2,15.0,361.0
730000,2016-03-24 00:00:00,Petersham,2,3,1,118,Apartment / Unit / Flat,8116,52884,1.287,-33.89452,151.1556,41,2.0,155.2,5.99,233.0
820000,2016-03-26 00:00:00,Bossley Park,2,4,2,591,House,14585,25012,4.536,-33.86202,150.88392,56,2.0,155.2,30.17,502.0
1570000,2016-03-29 00:00:00,West Pymble,1,3,0,1416,House,5298,48672,3.684,-33.76365,151.12999,80,2.0,155.2,13.47,93.0
1525000,2016-03-29 00:00:00,Picnic Point,2,5,5,1069,House,6160,40560,3.859,-33.97301,151.00632,33,2.0,155.2,22.31,403.0
1225000,2016-03-29 00:00:00,Ermington,1,3,2,936,House,10737,33644,4.135,-33.8105,151.06162,40,2.0,155.2,15.0,361.0
708000,2016-03-29 00:00:00,Bossley Park,2,3,2,586,House,14585,25012,4.536,-33.86202,150.88392,56,2.0,155.2,30.17,502.0
675000,2016-03-29 00:00:00,Canley Vale,1,3,1,556,House,10216,20592,2.887,-33.88495,150.95058,11,2.0,155.2,24.09,350.0
950000,2016-03-30 00:00:00,Pennant Hills,2,3,2,466,House,7287,43472,6.123,-33.73636,151.07741,168,2.0,155.2,18.83,69.0
900000,2016-03-30 00:00:00,Alexandria,1,2,1,603,Apartment / Unit / Flat,8262,69732,3.516,-33.9082,151.19191,9,2.0,155.2,5.06,267.0
795000,2016-03-30 00:00:00,Woodcroft,2,4,4,431,House,6440,40768,1.693,-33.75523,150.88065,38,2.0,155.2,32.83,462.0
655000,2016-03-30 00:00:00,Narellan Vale,2,4,2,701,House,7193,40352,2.481,-34.05177,150.74372,98,2.0,155.2,47.8,558.0
2250000,2016-04-13 00:00:00,Carss Park,4,5,2,737,House,1252,36816,0.63,-33.98679,151.11717,22,2.0,155.2,15.99,84.0
845000,2016-04-13 00:00:00,Picnic Point,2,5,4,664,House,6160,40560,3.859,-33.97301,151.00632,33,2.0,155.2,22.31,403.0
650000,2016-04-13 00:00:00,Kingswood,2,4,3,638,House,9301,33228,4.782,-33.76129,150.72784,42,2.0,155.2,46.09,368.0
915000,2016-04-14 00:00:00,Padstow Heights,3,3,2,300,Semi-Detached,3540,34268,1.931,-33.97042,151.03352,51,2.0,155.2,20.06,379.0
1420000,2016-04-15 00:00:00,Ermington,3,4,2,432,House,10737,33644,4.135,-33.8105,151.06162,40,2.0,155.2,15.0,361.0
1250000,2016-04-15 00:00:00,Putney,2,3,1,336,House,4107,44876,1.508,-33.8268,151.10602,35,2.0,155.2,10.51,224.0
1710000,2016-04-16 00:00:00,Daceyville,2,4,2,562,House,1209,20800,0.488,-33.9289,151.22527,25,2.0,155.2,7.21,393.0
766000,2016-04-16 00:00:00,Revesby,1,3,1,556,House,14176,31616,5.608,-33.94767,151.01233,14,2.0,155.2,20.44,355.0
1840000,2016-04-17 00:00:00,Bondi Junction,1,3,0,264,House,9445,54964,1.079,-33.89296,151.2503,89,2.0,155.2,4.85,38.0
1212000,2016-04-18 00:00:00,West Pymble,1,2,1,835,House,5298,48672,3.684,-33.76365,151.12999,80,2.0,155.2,13.47,93.0
518000,2016-04-18 00:00:00,Bradbury,1,3,1,619,House,8800,31980,3.734,-34.08405,150.81805,126,2.0,155.2,43.6,488.0
495000,2016-04-18 00:00:00,Rosemeadow,1,3,1,648,House,7862,32864,2.976,-34.10624,150.79181,149,2.0,155.2,46.98,530.0
1060000,2016-04-19 00:00:00,Ermington,2,4,2,720,House,10737,33644,4.135,-33.8105,151.06162,40,2.0,155.2,15.0,361.0
930000,2016-04-19 00:00:00,Ermington,1,3,1,581,House,10737,33644,4.135,-33.8105,151.06162,40,2.0,155.2,15.0,361.0
702000,2016-04-19 00:00:00,Bradbury,3,4,4,891,House,8800,31980,3.734,-34.08405,150.81805,126,2.0,155.2,43.6,488.0
960000,2016-04-21 00:00:00,Como,2,4,2,784,House,3977,49296,1.598,-34.00258,151.0648,42,2.0,155.2,20.31,68.0
665000,2016-04-21 00:00:00,Kingswood,1,6,6,676,House,9301,33228,4.782,-33.76129,150.72784,42,2.0,155.2,46.09,368.0
1400000,2016-04-22 00:00:00,Petersham,2,3,3,247,House,8116,52884,1.287,-33.89452,151.1556,41,2.0,155.2,5.99,233.0
1059000,2016-04-22 00:00:00,Ermington,2,4,3,552,House,10737,33644,4.135,-33.8105,151.06162,40,2.0,155.2,15.0,361.0
750000,2016-04-22 00:00:00,Sefton,1,3,0,540,House,5808,24700,1.815,-33.88742,151.0104,39,2.0,155.2,18.62,352.0
2455000,2016-04-23 00:00:00,Taren Point,2,4,2,915,House,1734,36296,1.359,-34.01833,151.12465,8,2.0,155.2,18.73,187.0
2155000,2016-04-23 00:00:00,Carss Park,2,4,2,605,House,1252,36816,0.63,-33.98679,151.11717,22,2.0,155.2,15.99,84.0
1330000,2016-04-23 00:00:00,Pennant Hills,2,3,1,929,House,7287,43472,6.123,-33.73636,151.07741,168,2.0,155.2,18.83,69.0
910000,2016-04-23 00:00:00,Rouse Hill,2,5,2,700,House,7965,45812,10.638,-33.67757,150.91278,45,2.0,155.2,34.5,421.0
871000,2016-04-23 00:00:00,Bossley Park,2,3,2,563,House,14585,25012,4.536,-33.86202,150.88392,56,2.0,155.2,30.17,502.0
595000,2016-04-23 00:00:00,Riverstone,1,3,1,692,House,7247,36764,22.465,-33.66886,150.85969,28,2.0,155.2,39.07,497.0
1820000,2016-04-26 00:00:00,East Killara,2,4,2,835,House,2978,38428,3.19,-33.75738,151.18183,78,2.0,155.2,12.23,288.0
1160000,2016-04-26 00:00:00,Lewisham,1,3,1,242,House,3164,48204,0.642,-33.8953,151.14668,25,2.0,155.2,6.74,228.0
1330000,2016-04-27 00:00:00,Petersham,1,3,0,234,House,8116,52884,1.287,-33.89452,151.1556,41,2.0,155.2,5.99,233.0
840000,2016-04-27 00:00:00,Bossley Park,3,4,2,605,House,14585,25012,4.536,-33.86202,150.88392,56,2.0,155.2,30.17,502.0
1865000,2016-04-28 00:00:00,Homebush West,2,4,2,702,House,8609,35412,1.235,-33.86291,151.06711,22,2.0,155.2,13.21,380.0
1080000,2016-04-28 00:00:00,Rouse Hill,2,4,2,700,House,7965,45812,10.638,-33.67757,150.91278,45,2.0,155.2,34.5,421.0
780000,2016-04-28 00:00:00,Bossley Park,2,3,2,570,House,14585,25012,4.536,-33.86202,150.88392,56,2.0,155.2,30.17,502.0
860000,2016-04-29 00:00:00,Bossley Park,2,4,2,590,House,14585,25012,4.536,-33.86202,150.88392,56,2.0,155.2,30.17,502.0
1580000,2016-04-30 00:00:00,Petersham,2,3,1,237,House,8116,52884,1.287,-33.89452,151.1556,41,2.0,155.2,5.99,233.0
1510000,2016-04-30 00:00:00,Petersham,1,4,0,177,House,8116,52884,1.287,-33.89452,151.1556,41,2.0,155.2,5.99,233.0
988000,2016-04-30 00:00:00,Como,1,2,2,575,House,3977,49296,1.598,-34.00258,151.0648,42,2.0,155.2,20.31,68.0
985000,2016-04-30 00:00:00,Bossley Park,3,4,2,600,House,14585,25012,4.536,-33.86202,150.88392,56,2.0,155.2,30.17,502.0
735500,2016-04-30 00:00:00,Bossley Park,2,4,1,585,House,14585,25012,4.536,-33.86202,150.88392,56,2.0,155.2,30.17,502.0
7500000,2016-05-13 00:00:00,Birchgrove,4,6,4,605,House,3303,78780,0.586,-33.85093,151.18309,24,1.77,155.2,2.94,30.0
1140000,2016-05-13 00:00:00,Rouse Hill,3,5,2,700,House,7965,45812,10.638,-33.67757,150.91278,45,1.77,155.2,34.5,421.0
746000,2016-05-13 00:00:00,Narellan Vale,2,5,2,620,House,7193,40352,2.481,-34.05177,150.74372,98,1.77,155.2,47.8,558.0
570000,2016-05-13 00:00:00,South Penrith,1,3,2,633,House,11790,37024,5.06,-33.7734,150.69863,50,1.77,155.2,48.41,332.0
1675000,2016-05-14 00:00:00,Balgowlah Heights,1,3,1,417,House,3342,59228,1.684,-33.8077,151.26552,79,1.77,155.2,8.19,243.0
1475000,2016-05-14 00:00:00,West Pymble,1,2,2,850,House,5298,48672,3.684,-33.76365,151.12999,80,1.77,155.2,13.47,93.0
756000,2016-05-14 00:00:00,Edensor Park,2,3,2,572,House,9772,25376,3.096,-33.87884,150.87759,56,1.77,155.2,30.78,472.0
597000,2016-05-14 00:00:00,Petersham,1,1,1,61,Apartment / Unit / Flat,8116,52884,1.287,-33.89452,151.1556,41,1.77,155.2,5.99,233.0
550000,2016-05-15 00:00:00,Bradbury,2,3,2,696,House,8800,31980,3.734,-34.08405,150.81805,126,1.77,155.2,43.6,488.0
1010000,2016-05-16 00:00:00,Bondi,1,2,1,81,Apartment / Unit / Flat,10045,57356,0.865,-33.89314,151.26703,61,1.77,155.2,6.13,149.0
851000,2016-05-16 00:00:00,Como,1,2,1,629,House,3977,49296,1.598,-34.00258,151.0648,42,1.77,155.2,20.31,68.0
630000,2016-05-17 00:00:00,South Penrith,2,4,2,629,House,11790,37024,5.06,-33.7734,150.69863,50,1.77,155.2,48.41,332.0
2000000,2016-05-18 00:00:00,Kyle Bay,2,6,4,778,House,1035,47528,0.369,-33.98937,151.10096,12,1.77,155.2,17.07,199.0
1440000,2016-05-18 00:00:00,Narraweena,1,3,4,645,House,6608,34008,1.776,-33.75,151.27239,83,1.77,155.2,14.02,223.0
390000,2016-05-18 00:00:00,Wiley Park,1,2,1,88,Apartment / Unit / Flat,10126,23036,1.362,-33.9234,151.06765,39,1.77,155.2,14.66,327.0
7840000,2016-05-20 00:00:00,Asquith,1,3,1,4375,House,3376,40924,3.502,-33.68827,151.11987,153,1.77,155.2,21.32,130.0
1430000,2016-05-20 00:00:00,Point Piper,1,2,1,90,Apartment / Unit / Flat,1424,88816,0.386,-33.86505,151.25332,11,1.77,155.2,4.02,166.0
1254000,2016-05-20 00:00:00,Como,1,3,2,638,House,3977,49296,1.598,-34.00258,151.0648,42,1.77,155.2,20.31,68.0
725000,2016-05-20 00:00:00,Edensor Park,1,4,3,568,House,9772,25376,3.096,-33.87884,150.87759,56,1.77,155.2,30.78,472.0
700000,2016-05-20 00:00:00,Doonside,2,4,2,600,House,13451,27612,5.958,-33.76242,150.87007,44,1.77,155.2,33.46,398.0
1805000,2016-05-21 00:00:00,Botany,3,5,2,413,House,10817,46800,3.211,-33.94907,151.19881,6,1.77,155.2,9.37,374.0
1435000,2016-05-21 00:00:00,Narraweena,2,3,1,556,House,6608,34008,1.776,-33.75,151.27239,83,1.77,155.2,14.02,223.0
545000,2016-05-21 00:00:00,Waitara,1,1,1,99,Apartment / Unit / Flat,5941,43524,0.762,-33.70949,151.1061,182,1.77,155.2,19.76,160.0
1450000,2016-05-25 00:00:00,Botany,1,3,1,468,House,10817,46800,3.211,-33.94907,151.19881,6,1.77,155.2,9.37,374.0
1250000,2016-05-25 00:00:00,Pennant Hills,1,4,2,676,House,7287,43472,6.123,-33.73636,151.07741,168,1.77,155.2,18.83,69.0
1120000,2016-05-25 00:00:00,Lurnea,1,3,2,1208,House,9311,22724,2.504,-33.93623,150.89729,34,1.77,155.2,29.97,511.0
1900000,2016-05-26 00:00:00,Penshurst,3,4,3,565,House,12786,34684,2.516,-33.96482,151.08475,62,1.77,155.2,16.01,137.0
1880080,2016-05-26 00:00:00,Castle Cove,2,4,2,765,House,2554,50856,2.343,-33.78592,151.21481,78,1.77,155.2,8.8,162.0
1605500,2016-05-27 00:00:00,East Lindfield,2,3,1,836,House,3711,47788,2.331,-33.76741,151.18832,107,1.77,155.2,11.02,131.0
